# word | phonetic | pos. | meaning | example | topic
carbolic | /kɑ:'bɒlik/ |  | a. 碳制的, 用煤焦油制成的；石炭酸的 |  | environment
conjunctivitis | /kәn,dʒʌŋkti'vaitis/ | n. | 结膜炎；结膜炎 |  | general
kike | /kaik/ | n. | 犹太人 |  | general
bier | /biә/ | n. | 棺材, 棺材架 |  | general
gingerroot |  | n. | 姜根 |  | general
agnosticism | /æg'nɒstisizәm/ | n. | 不可知论 |  | culture
yeller |  | n. | yell的变形 |  | general
violist | /'vaiәlist/ | n. | 中提琴演奏者 |  | culture
thyroidectomy | /.θairɒi'dektәmi/ | n. | 甲状腺切除术；甲状腺切除术 |  | general
hairball | /'heәbɔ:l/ |  | 毛团, 毛粪石(胃肠内) |  | general
uncrowded | /,ʌn'krajdid/ |  | a. 不拥挤的,宽敞的 |  | general
chastely | /'tʃeistli/ | adv. | 贞洁地, 纯正地, 朴素地 |  | general
corkboard | /'kɔ:kbɔ:d/ | n. | (绝热)软木板,软木公告板 |  | general
cosmetically | /kɔz'metikli/ | adv. | 从美容方面, 通过化妆 |  | general
overbite | /'әuvәbait/ |  | 覆Ж, 覆咬合 |  | general
overactive | /'әuvә'ræktiv/ |  | 活动过度的 |  | general
nostalgically | /nɔˈstældʒɪkəlɪ/ | adv. | 怀乡地, 怀旧地, 恋旧地 |  | general
listlessly | /'lɪstləslɪ/ | adv. | 无精打采地, 冷淡地 |  | general
impudence | /'impjudәns/ | n. | 厚颜无耻, 无耻行为 |  | general
godliness | /'gɒdlinis/ | n. | 虔诚, 敬神, 信仰 |  | general
flinty | /'flinti/ |  | a. 燧石的, 含燧石的, 坚硬的, 冷酷的 |  | general
existentialism | /e^zi'stenʃәliz(ә)m/ | n. | 存在主义 |  | general
tightwad | /'taitwɒd/ | n. | 吝啬鬼 |  | general
calendrical | /kə'lendrikəl/ |  | a. 日历的；历法的（calendar的形容词形式） |  | general
anisotropic | /ә,naisәu'trɔpik/ |  | 各向异性的, 非均质的, 不均衡的；各向异性的 |  | general
phantasmagoric | /.fæntæzmә'gɒ:rik/ |  | a. 幻影似的, 变幻不定的 |  | general
shambolic | /ʃæm'bɒlik/ |  | a. 大混乱的 |  | general
syndicator | /'sindikeitә(r)/ | n. | 组织辛迪加者, 经营辛迪加者, 参加辛迪加者 |  | economy
soteriology | /sәtiәri'ɔlәdʒi/ | n. | 耶稣救世学, 救世神学 |  | general
follicular | /fә'likjulә/ |  | a. 小囊的, 滤泡的, 卵泡的；滤泡的, 小囊的 |  | general
riderless | /'raɪdələs/ |  | a. 没人骑的, 无主的（马） |  | general
physicality | /fizi'kæliti/ | n. | 肉体性 |  | work
hairlike | /'hєәlaik/ |  | a. 毛发似的, 细长的 |  | general
megalithic | /.megә'liθik/ |  | a. 巨石的 |  | general
lameness | /'leimnis/ | n. | 跛, 瘸, 残废；跛, 跛行 |  | general
nasopharynx | /,neizәu'færiŋks/ |  | 鼻咽 |  | culture
disgracefully | /dɪs'ɡreɪsfəlɪ/ | adv. | 丢脸地, 不光彩地 |  | general
brittleness | /'britlnis/ |  | 脆度, 致命性；脆性 |  | general
bolshie | /ˈbɒlʃi/ |  | a. 不合作的, 左翼的 |  | general
taxon | /'tæksɔn. -sәn/ | n. | 分类单元；分类学 |  | general
declassification |  | n. | (文件)解密, 从机密表删除 |  | society
ecru | /'eikru:/ |  | a. 本色的；n. 淡褐色 |  | general
hydrochloride | /,haidrәu'klɔ:raid/ |  | 盐酸盐；氢氯化物, 盐酸化物, 盐酸盐 |  | general
macrame | /mә'krɑ:mi/ | n. | 丝结的饰缘, 花边 |  | general
vigilantly | /'vɪdʒɪləntlɪ/ | adv. | 警觉地, 警惕地 |  | general
voyeurism | /vwɑ:'j\\\\:rizәm/ | n. | 观淫癖 |  | general
transportable | /træns'pɒ:tәbl/ |  | a. 可运输的 |  | general
statutorily | /'stætjutərili/ | adv. | 根据法律条文地 |  | society
barberry | /'bɑ:bәri/ | n. | 小檗属植物, 小檗属植物的浆果；刺檗 |  | general
sparkly | /'spɑ:klɪ/ |  | 闪耀的 |  | general
tippy | /'tipi/ |  | a. 头等的, 容易倾斜的, 多绒尖的 |  | general
neoclassicism | /.ni:әu'klæsisizm/ | n. | 新古典主义 |  | culture
chloroquine | /'klɒ:rәukwi:n/ | n. | 氯奎, 氯喹；氯喹 |  | health
coppery | /'kɒpәri/ |  | a. 含铜的, 铜一样的, 铜制的；似铜的, 含铜的, 铜的 |  | general
genderless |  |  | a. 无性的 |  | general
inattentiveness | /ˌɪnə'tentɪvnɪs/ |  | 分心 |  | general
twinkie | /'twiŋki/ | n. | 奶油夹心蛋糕 |  | general
pix | /piks/ |  | 焦油, 沥青 |  | general
pyro | /'pairәu/ | n. | 焦酚 |  | general
eyestalk | /'aistɒ:lk/ | n. | 眼柄 |  | general
inebriation | /i.ni:bri'eiʃәn/ | n. | 酒醉, 陶醉；醉 |  | health
combativeness |  | n. | 斗志；好斗性 |  | general
edgewise | /'edʒwaɪz/ | adv. | 把刀口朝前地；沿边 |  | general
timekeeping |  |  | 计时 |  | general
percussive | /pә'kʌsiv/ |  | a. 敲击的, 有强大冲击力的, 令人震惊的 |  | general
hazily | /'heizili/ | adv. | 朦胧地, 模糊地 |  | general
equitably | /'ekwitәbli/ | adv. | 公正地, 依据衡平法 |  | general
emphysema | /.emfi'si:mә/ | n. | 肺气肿；气肿, 肺气肿 |  | general
veldt | /velt/ | n. | (南非洲的)草原 |  | general
multifactorial | /,mʌltifæk'tɔ:riәl/ |  | 多因子的 |  | health
crawdad | /'krɔ:dæd/ | n. | (=crawfish)喇蛄(一种淡水小龙虾) |  | general
canasta | /kә'næstә/ | n. | 凯钠斯特纸牌游戏 |  | general
loblolly | /'lɒblɒli/ | n. | 泥泞, 水洼 |  | general
sugarless | /'ʃj^әlis/ |  | a. 无糖的, 不含糖的 |  | general
agitprop | /'ædʒitprɒp/ | n. | 宣传鼓动；a. 宣传鼓动的 |  | culture
smilingly |  | adv. | 微笑地, 含笑地 |  | general
sensationally |  |  | 耸人听闻地 |  | general
minyan | /'minjәn,min'jɑ:n/ | n. | (相传住在古希腊中部的)米尼安人；n. (犹太教)举行正式礼拜仪式的法定人数( |  | society
remorseful | /ri'mɒ:sful/ |  | a. 极为后悔的, 懊悔的 |  | general
eyrie | /'iәri/ | n. | (=aerie)(鹰等的)巢, 高山住屋(或 |  | general
modernistic | /.mɒdә'nistik/ |  | a. 现代的, 现代化的, 现代主义的 |  | general
zither | /'ziθә/ | n. | 齐特琴 |  | culture
presciently |  | adv. | 预见性地 |  | general
parabolic | /,pærә'bɔlik/ |  | a. 寓言的, 比喻的, 抛物线的, 抛物线；抛物线的 |  | general
matins | /mætnz/ | n. | 晨祷 |  | general
flightless | /'flaitlis/ |  | a. 不能飞的 |  | general
unvoiced | /'ʌn'vɔist/ |  | a. 未说出的 |  | general
ampicillin | /,æmpi'silin/ | n. | 氨苄青霉素；氨苄西林 |  | economy
gillette |  | n. | 吉列公司（财富500强公司之一） |  | economy
garrote | /^ә'rɔt/ | n. | 西班牙的绞刑具, 上述绞刑；v. 绞死 |  | general
worthlessness |  |  | 毫无价值；没用 |  | general
temporally |  |  | 现世地；暂时地 |  | general
anteriorly | /æn'tiri:əli/ | adv. | 先前地；居先地 |  | general
basswood | /'bæswud/ | n. | 椴木；椴树 |  | general
doomsday | /'du:mzdei/ | n. | 世界末日 |  | culture
uncultured | /'ʌn'kʌltʃәd/ |  | a. 未受教育的, 无教养的, 未耕作的 |  | education
trad | /træd/ |  | a. 传统的 |  | culture
searchingly | /'sɜ:tʃɪŋlɪ/ | adv. | 锐利地 |  | general
motiveless | /'mәutivlis/ |  | a. 无动机的 |  | general
baud | /bɔ:d/ |  | 波特 |  | technology
amateurism | /'æmәtә:rizm/ | n. | 外行做法, 业余身份 |  | culture
vehicular | /vi'hikjulә/ |  | a. 车的, 作为媒介的, 用车辆运载的 |  | general
jarringly | /'dʒɑ:riŋli/ | adv. | jar（刺耳的）的变形 |  | general
unreleased |  |  | a. 非除阻的；不吐放的 |  | general
liquefaction | /.likwi'fækʃәn/ | n. | 液化, 溶解, 液化作用；液化 |  | general
inquisitorial | /in.kwizi'tɒ:riәl/ |  | a. 询问者的, 严格审问的, 好询问的；审问官的, 调查官的, 有关审问的 |  | economy
psychopharmacology | /,saikәu,fɑ:mә'kɔlәdʒi/ |  | 精神药理学 |  | health
mercantilism | /'mә:kәntailizәm/ | n. | 重商主义, 商业理论, 商业活动, 商界习俗；重商主义, 商业活动, 商用术语 |  | economy
taxidermy | /'tæsidә:mi/ | n. | 动物标本剥制术 |  | culture
gimpy | /'^impi/ |  | a. 瘸的, 跛的 |  | general
capriciousness |  |  | 心境变态 |  | general
virulence | /'virjulәns/ | n. | 剧毒性, 毒性, 恶毒；毒力, 毒性 |  | health
estrogenic | /,estrә'dʒenik/ |  | 动情的, 雌激素的 |  | general
reykjavik | /'reikjә,vi:k/ | n. | 雷克雅维克（冰岛首都） |  | general
claro | /'klɑ:rәu/ | n. | 克拉洛雪茄烟 |  | general
cartography | /kɑ:'tɒgrәfi/ | n. | 地图制作, 制图学, 制图 |  | culture
obsessiveness |  | n. | 执念 |  | general
harmonium | /hɑ:'mәuniәm/ | n. | 簧风琴 |  | general
devilishly | /ˈdevəlɪʃli/ | adv. | 过分地, 厉害地 |  | general
undesirability | /'ʌndi,zaiәrә'biliti/ |  | 不受欢迎, 不良, 不愉快, 不合需要 |  | general
tenseness | /'tensnis/ | n. | 紧张 |  | health
scraggy | /'skrægi/ |  | a. 骨瘦如柴的, 瘦弱的, 凸凹不平的 |  | general
resoundingly | /rɪ'zaʊndɪŋlɪ/ | adv. | 鸣响地；回响地 |  | general
fatback | /'fætbæk/ | n. | 背部肥肉 |  | general
pyrrhic | /'pirik/ | n. | 出征舞, 抑抑格；a. 出征舞的, 抑抑格的 |  | general
pickaxe | /'pi,kæks/ | n. | 鹤嘴锄, 镐；vt.vi. 用鹤嘴锄掘 |  | general
superbug | /ˈsu:pəbʌg/ |  | 超级细菌 |  | general
messily | /'mesili/ | adv. | 乱糟糟地；棘手地 |  | general
looseness | /'lu:snis/ | n. | 松, 松弛, 漠然；松驰 |  | general
tuxedoed | /tʌk'siːdəʊd/ |  | a. 穿无尾礼服的, 穿（夜）小礼服的 |  | general
trillionth | /'triljәnθ/ | n. | 第一兆, 第一百万兆 |  | general
caries | /'kєәrii:z/ | n. | 龋, 骨疡；龋, 骨疡, 骨疽 |  | general
ineradicable | /.ini'rædikәbl/ |  | a. 不能根除的, 根深蒂固的 |  | general
creaminess | /'kri:minis/ | n. | 乳脂状, 含乳脂, 乳脂色 |  | general
gastroenterology | /,^æstrәu,entә'rɔlәdʒi/ | n. | 肠胃病学；胃肠病学 |  | health
brashness | /'bræʃnəs/ | n. | 自以为是, 莽撞无礼 |  | general
awol | /'eiwә:l/ |  | absent without leave 擅 |  | general
advisability | /әd.vaizә'biliti/ | n. | 明智 |  | general
wilfulness | /'wɪlfəlnɪs/ | n. | 任性；倔强 |  | general
vacantly |  | adv. | 空虚地, 心不在焉地, 无表情地 |  | general
uppity | /'ʌpiti/ |  | a. 自负的, 傲慢的,不易控制的 |  | general
upfield | /ʌp'fi:ld/ |  | (足球等运动中)向前场的, 高磁场 |  | general
mannerly | /'mænәli/ |  | a. 有礼貌的, 客气的；adv. 有礼貌地, 客气地 |  | society
untiring | /.ʌn'taiәriŋ/ |  | a. 不疲倦的, 不懈的, 不屈不挠的 |  | general
untarnished | /ʌn'ta:nɪʃt/ |  | a. 未失去光泽的；未受玷污的 |  | general
meadowlark | /'medәjlɑ:k/ | n. | (北美产)草地鹨 |  | general
unspeakably | /ʌn'spi:kəblɪ/ | adv. | 不能以语言表达地, 无法形容地 |  | culture
heedlessly | /'hi:dlisli/ | adv. | 掉以轻心地；不加注意地 |  | general
unpolished | /.ʌn'pɒliʃt/ |  | a. 未磨光的, 无光泽的, 未经润饰的 |  | general
undramatic | /'ʌndrә'mætik/ |  | a. 缺乏戏剧性的, 平淡无奇的 |  | general
sublimely | /sə'blaɪmlɪ/ | adv. | 高尚地, 卓越地 |  | general
gingivitis | /,dʒindʒi'vaitis/ | n. | 齿龈炎 |  | general
slapstick | /'slæpstik/ | n. | 闹剧, 趣剧 |  | general
shabbily | /'ʃæbili/ | adv. | 衣衫褴褛地, 不体面地, 卑鄙地 |  | general
servility | /sә:'viliti/ | n. | 奴态, 卑屈 |  | general
beatable | /'bi:təbl/ |  | a. 可打的；可击的 |  | general
flammability | /.flæmә'biliti/ | n. | 易燃性, 可燃性；可燃性 |  | general
priggish | /'prigiʃ/ |  | a. 一本正经的, 死板的, 自负的 |  | general
hummer | /'hʌmә/ | n. | 发哼哼声的人, 发嗡嗡声的东西, 蜂鸣器；蜂音器 |  | general
piquancy | /'pi:kәnsi/ | n. | 辛辣, 辣味, 尖刻, 激励, 可爱 |  | health
phosphorescent | /.fɒsfә'resnt/ |  | a. 发出磷光的, 闪磷火的, 磷光性的；磷光的 |  | general
peripherally | /pə'rɪfərəlɪ/ | adv. | 外围地, 外面地 |  | general
enamelware | /i'næmlwєә/ | n. | 搪瓷器 |  | general
jujitsu | /dʒu:'dʒitsu:/ |  | 柔术, 柔道(日本的一种武术) |  | general
marriageable | /'mæridʒәbl/ |  | a. 可结婚的, 适合结婚的 |  | general
meetinghouse | /'mi:tiŋhajs/ | n. | (基督教教友会的)聚会所 |  | culture
ineffectively | /ˌɪnɪ'fektɪvlɪ/ | adv. | 无效地；不起作用地 |  | general
indissoluble | /.indi'sɒljubl/ |  | a. 不能溶解的, 不能分解的, 坚固的 |  | general
hankie | /'hæŋki/ | n. | 手帕 |  | economy
personalism | /'pә:sәnlizm/ | n. | 个性, 个人影响, 人格主义 |  | general
grossness | /'grәusnis/ | n. | 肥满, 粗杂, 粗劣 |  | general
vender | /'vendә/ | n. | 小贩, 卖主, 自动售货机；售主, 自动售货机, 厂家 |  | technology
freakish | /'fri:kiʃ/ |  | a. 朝三暮四的, 见异思迁的, 畸形的 |  | general
forgivable | /fә'givәbl/ |  | a. 可宽恕的；可宽恕的 |  | general
exactness | /ig'zæktnis/ | n. | 正确, 精确 |  | general
microsurgery | /'maikrәu'sә:dʒәri/ |  | 显微外科, 显微手术 |  | health
nonmetallic | /.nɒnmi'tælik/ |  | a. 非金属的 |  | general
amoxicillin |  |  | 阿莫西林；羟氨苄青霉素 |  | economy
benevolently | /bi'nevәlәntli/ | adv. | 仁慈地, 慈善地 |  | general
webpage |  | n. | 网页 |  | technology
straightedge | /'streitedʒ/ | n. | 画直线用尺；直规, 直尺 |  | general
symbolization | /.simbәlai'zeiʃәn/ | n. | 符号化, 符号表现；象征化, 象征作用 |  | general
baddie | /'bædi/ | n. | 坏人, (尤指电影中之)恶人 |  | culture
harmonically | /hɑ:'mɒnikli/ | adv. | 调和地, 和声地 |  | general
supersensitive | /.sju:pә'sensitiv/ |  | a. 过敏的；过敏的 |  | general
heelpiece | /'hi:lpi:s/ | n. | 鞋后跟；尖块 |  | general
waxen | /'wæksn/ |  | a. 蜡的, 象蜡一样软的, 无生气的, 苍 |  | general
unprocessed | /,ʌn'prәjsest; -'prɔ-/ |  | a. 未被加工的 |  | general
unpaved | /.ʌn'peivd/ |  | a. 没有铺砌的 |  | general
unpainted | /ʌn'peintid/ |  | a. 无复层的；未上漆的 |  | general
granulomatous |  |  | 肉芽肿的 |  | general
unintelligent | /'ʌnin'telidʒәnt/ |  | a. 缺乏才智的, 无知的, 愚蠢的；非智能 |  | general
fiddlehead | /'fidlhed/ | n. | 提琴头状船首 |  | general
mummification | /.mʌmifi'keiʃәn/ | n. | 木乃伊化；干尸化, 木乃伊化, 干性坏疽 |  | general
unclipped | /,ʌn'klipt/ |  | a. 未剪(短)的 |  | general
splotchy | /'splɔtʃi/ |  | a. 有斑点的, 沾上污迹的 |  | general
sleeplessness |  |  | 失眠 |  | general
pungency | /'pʌndʒәnsi/ | n. | 辛辣, 刺激, 苦痛 |  | general
adjunctive | /ә'dʒʌŋktiv/ |  | a. 附属的, 附加的 |  | general
placatory | /'pleikәtәri/ |  | a. 抚慰的, 平息的, 怀柔的, 调解的 |  | general
relentlessness |  | n. | relentless的变形 |  | general
optimally | /'əptəməli/ |  | 最佳 |  | general
hardtack | /'hɑ:dtæk/ | n. | 硬饼干, 压缩饼干 |  | general
greenbrier | /'gri:nbraiә/ | n. | 圆叶菝葜 |  | general
moonless | /'mu:nlis/ | n. | 无月亮的 |  | general
clonal | /'klәjnәl/ |  | a. 无性系的, 克隆的；无性系的, 纯系的 |  | general
manliness | /'mænlinis/ | n. | 男子气概, 雄纠纠, 勇敢 |  | general
interminably | /ɪn'tɜ:mɪnəblɪ/ | adv. | 漫无止境地；没完没了地 |  | general
intelligibly | /in'telidʒәbli/ | adv. | 易理解地 |  | general
indecisiveness | /[ˌɪndɪˈsaɪsɪvnɪs]/ | n. | 犹豫不定 |  | general
impetuosity | /im.petʃu'ɒsiti/ | n. | 狂暴, 猛烈, 性急, 冲力 |  | general
thumbtack | /'θʌmtæk/ | n. | 图钉 |  | general
hyperthyroidism | /.haipә'θairɒidizm/ | n. | 甲状腺功能亢进症；甲状腺机能亢进 |  | general
deciliter | /'desili:tә(r)/ | n. | 分升, 十分之一升；分升 |  | general
communalism | /'kɒmjunәlizm/ | n. | 地方自治主义 |  | society
gladiatorial | /.glædiә'tɒ:riәl/ |  | a. 斗剑者的, 争论的 |  | general
foolscap | /'fu:lzkæp/ | n. | 滑稽帽, 圆锥形纸帽, 大页书写纸 |  | general
fiendishly | /'fi:ndiʃli/ | adv. | 恶魔似, 极坏, 残忍, 凶恶, (非正式) |  | general
extraordinaire | /,ekstrә,ɔ:di'neә/ |  | <法>adj.异常的,特别的,非凡的 |  | culture
otosclerosis | /,әutәuskliә'rәusis/ |  | 耳硬化症 |  | general
demoralization | /di.mɒrәlai'zeiʃәn/ | n. | 道德败坏, 堕落, 士气低落；道德伦丧, 风俗败坏, 士气低落 |  | society
outre |  |  | a. 越出常轨的；过度的 |  | general
tactility | /tæk'tiliti/ | n. | 触感 |  | general
broody | /'bru:di/ |  | a. (要)抱窝的, 多产的, 思考的 |  | general
betwixt | /bi'twikst/ | adv. | 在其间, 不走极端；prep. 在...之间, 在...中间 |  | general
blini | /ˈblɪni/ |  | 俄式薄煎饼 |  | general
appealingly |  | adv. | 有感染力, 吸引人, 有趣, 哀诉似, 恳求 |  | general
pseudonymous | /sju:'dɒnәmәs/ |  | a. 使用笔名的, 使用假名的 |  | general
hellion | /'heljәn/ | n. | 惹是生非的人, 恶少 |  | general
mariposa | /mɑ:ri'pәusә/ | n. | = mariposa lily  , <西> |  | general
wimpy | /'wimpi/ |  | a. <俚> = wimpish |  | general
waterline | /'wɒtәlain/ | n. | 吃水线 |  | general
velodrome | /'vi:lәdrәum/ | n. | 自行车赛车场 |  | general
pharma |  | n. | 制药公司 |  | economy
voyeuristic | /,vwɑ:jә'ristik/ |  | a. 喜好窥阴的 |  | general
telegraphic | /.teli'græfik/ |  | a. 电报发送的, 电报的, 简短的；电送的, 电报的 |  | general
stonily | /ˈstəʊnɪli/ | adv. | 石头地, 冷酷地 |  | general
unverifiable | /'ʌn'verifaiәbl/ |  | a. 不能证实的, 无法核实的, 无可考证的 |  | general
solicitously | /sə'lɪsɪtəslɪ/ | adv. | 热心地, 热切地 |  | general
dysphoria | /dis'fɔ:riә/ | n. | 烦躁不安；烦燥不安, 焦虑 |  | general
shortish | /'ʃɒ:tiʃ/ |  | a. 相当短的 |  | general
invalidation | /in.væli'deiʃәn/ | n. | 无效, 失效；无效, 作废 |  | society
remediable | /ri'mi:djәbl/ |  | a. 可治疗的, 可矫正的, 可补救的；可治疗的 |  | health
defang | /di:'fæŋ/ | v. | 拔去...的尖牙 |  | general
ravenously | /'rævənəslɪ/ | adv. | 大嚼地, 饥饿地 |  | general
bodiless | /'bɒdilis/ |  | a. 无躯体的 |  | culture
photographically | /ˌfəʊtə'ɡræfɪklɪ/ |  | 摄影术地 |  | general
counterman | /'kauntәmæn/ | n. | 柜台服务员 |  | general
carom | /'kærәm/ | n. | 连着双球的一击, 碰击而反跳；vi. 一击连撞二球, 碰击而反跳 |  | general
meccano | /mә'kɑ:nәu/ |  | (儿童)钢件结构玩具(商标名) |  | general
litmus | /'litmәs/ | n. | 石蕊；石蕊 |  | general
indelicate | /in'delikit/ |  | a. 无教养的, 粗俗的, 不雅的 |  | general
impermanence | /im'pә:mәnәns/ | n. | 暂时, 无常 |  | general
hollowly | /'hɒlәuli/ | adv. | 凹陷地, 空心地, 不诚实地 |  | general
doofus | /ˈdu:fəs/ | n. | <美><俚>蠢人 |  | general
gainfully | /'ɡeɪnfəlɪ/ | adv. | 有利益地, 有收入地 |  | economy
fey | /fei/ |  | a. 注定要死的 |  | general
dwarfism | /'dwɔ:fizәm/ | n. | 矮小 |  | general
dichotomous | /dai'kɒtәmәs/ |  | a. 二分的, 叉状分枝的；二分的 |  | culture
dearie | /'diәri/ | n. | 可爱的小宝贝, 亲亲 |  | general
damnable | /'dæmnәbl/ |  | a. 可诅咒的, 该死的 |  | general
earthward | /'ә:θwәd/ |  | a. 向地球的 |  | culture
blaxploitation | /'blæk,splɔi'teiʃәn/ | n. | <美>对黑人兴趣的利用 |  | general
chiropody | /ki'rɒpәdi/ | n. | 足病学；手足医术 |  | general
angelfish |  |  | 楔形 |  | general
boringly |  | adv. | 无趣地；沉闷地 |  | general
aspic | /'æspik/ | n. | 花色肉冻；薰衣草 |  | general
subglottic | /sʌbɡ'lɒtɪk/ |  | 声门下的 |  | culture
agonizingly | /'ægənaiziŋli/ | adv. | 使人烦恼地；苦闷地 |  | general
pigpen | /'pigpen/ | n. | 猪舍, 猪舍似的地方 |  | general
celiac | /'si:liæk/ |  | a. 腹的, 腹腔的；腹的, 腹腔的 |  | health
illusionary | /i'lju:ʒənәri/ |  | a. (=illusional)错觉的, 幻 |  | general
inspiratory | /in'spairәtәri/ |  | a. 吸气的, 吸入的；吸入的, 吸气的 |  | general
inkblot | /'iŋkblɒt/ | n. | 墨水斑点 |  | general
underestimation |  | n. | 低估；对...估价过低 |  | general
twopence | /'tʌpәns/ | n. | 两便士, 两便士银币 |  | general
eosinophilic | /-'filik/ |  | 嗜曙红的, 嗜酸性的 |  | general
shivery | /'ʃivәri/ |  | a. 颤抖的, 令人悚然的, 寒冷的, 易碎 |  | general
salesmanship | /'seilzmәnʃip/ | n. | 售货, 售货术, 推销, 推销术, 游说；推销术, 售货术 |  | general
insolently |  | adv. | 粗鲁地；无礼地 |  | general
artesian | /ɑ:'ti:zjәn/ |  | a. 自动流出的 |  | technology
roundish | /'raundiʃ/ |  | a. 略圆的 |  | general
butterball | /'bʌtәbɔ:l/ | n. | 小鸭的一种；胖子（口语） |  | general
infeasible | /in'fi:zәbl/ |  | a. 不可实行的 |  | general
pushpin | /'puʃpin/ | n. | 图钉 |  | general
protectiveness | /prə'tɛktɪvnɪs/ |  | 保护性 |  | general
launchpad |  |  | 快速启动板 |  | general
trommel | /'trɒml/ | n. | 滚筒筛；圆筒筛 |  | general
inseparably | /in'sepәrәbli/ | adv. | 不能分离地, 不可分地 |  | general
godforsaken |  |  | a. 被上帝抛弃的, 堕落的, 邪恶的, 倒 |  | general
crystallography | /.kristә'lɒgrәfi/ | n. | 结晶学；晶体学 |  | general
catsup | /'kætsәp/ | n. | 调味蕃茄酱 |  | general
iliad | /'iliәd/ | n. | 伊里亚特（相传为荷马所做的古希腊史诗） |  | general
